CaseNumber,State,County,City,Lat,Long,Year,Month,MonthName,Day,WeekDay,Hour,Function,Route,Fatalities,People,Pedestrian,Vehicle_total,Vehicle_ord,DrunkDriver,CollisionType,LightConditions,Deadly
60945,California,LOS ANGELES,NOT APPLICABLE,34.0362,-117.9354972,2019,5,May,28,Tuesday,21,Principal Arterial - Other,County Road,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60946,California,RIVERSIDE,NOT APPLICABLE,33.63263056,-116.1811306,2019,6,June,28,Friday,5,Minor Arterial,Unknown,1,4,0,2,Double,0,Sideswipe - Opposite Direction,Dawn,0.25
60947,California,ORANGE,ORANGE,33.78733056,-117.8856889,2019,4,April,9,Tuesday,8,Interstate,Interstate,1,3,0,2,Double,1,Front-to-Rear ,Daylight,0.333333333
60948,California,SAN BERNARDINO,NOT APPLICABLE,34.42657778,-117.4944806,2019,7,July,2,Tuesday,8,Major Collector,Unknown,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60949,California,AMADOR,NOT APPLICABLE,38.46278889,-120.9439972,2019,7,July,18,Thursday,8,Principal Arterial - Other Freeways and Expressways,State Highway,1,2,0,2,Double,0,Front-to-Front,Daylight,0.5
60950,California,TULARE,NOT APPLICABLE,36.11699444,-119.0715611,2019,6,June,17,Monday,15,Major Collector,Unknown,1,4,0,3,Multiple,0,Front-to-Front,Daylight,0.25
60951,California,SANTA BARBARA,NOT APPLICABLE,34.71230278,-120.1098583,2019,6,June,18,Tuesday,17,Minor Collector,County Road,1,2,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.5
60952,California,SACRAMENTO,NOT APPLICABLE,38.605775,-121.4153528,2019,6,June,22,Saturday,21,Principal Arterial - Other,County Road,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60953,California,SAN BERNARDINO,COLTON,34.05046389,-117.3329194,2019,5,May,25,Saturday,5,Minor Arterial,Unknown,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60954,California,RIVERSIDE,MURRIETA,33.61222778,-117.1625972,2019,1,January,22,Tuesday,13,Local,Unknown,2,4,0,2,Double,0,Angle ,Daylight,0.5
60955,California,SAN DIEGO,ESCONDIDO,33.13563889,-117.0934111,2019,4,April,27,Saturday,21,Principal Arterial - Other,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60956,California,MONTEREY,DEL REY OAKS,36.58091944,-121.828,2019,5,May,25,Saturday,4,Minor Arterial,State Highway,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60957,California,LOS ANGELES,SOUTH EL MONTE,34.06273889,-118.0556,2019,1,January,6,Sunday,7,Local,Local Street - Municipality,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60958,California,SAN BERNARDINO,REDLANDS,34.08089444,-117.1823861,2019,5,May,14,Tuesday,2,Minor Arterial,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60959,California,SANTA BARBARA,LOMPOC,34.64686389,-120.4402417,2019,2,February,17,Sunday,9,Local,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60960,California,IMPERIAL,NOT APPLICABLE,32.77368056,-115.5422444,2019,6,June,18,Tuesday,6,Interstate,Interstate,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60961,California,SAN LUIS OBISPO,NOT APPLICABLE,35.03871944,-120.5034694,2019,7,July,8,Monday,16,Minor Arterial,Unknown,1,2,0,2,Double,0,Front-to-Front,Daylight,0.5
60962,California,SACRAMENTO,NOT APPLICABLE,38.49609167,-121.3918556,2019,5,May,7,Tuesday,20,Principal Arterial - Other,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60963,California,KERN,NOT APPLICABLE,34.93466667,-119.4037639,2019,6,June,15,Saturday,14,Major Collector,Unknown,1,5,0,3,Multiple,0,Sideswipe - Opposite Direction,Daylight,0.2
60964,California,FRESNO,NOT APPLICABLE,36.77863889,-119.9882056,2019,7,July,2,Tuesday,17,Major Collector,Unknown,1,2,0,2,Double,0,Angle ,Daylight,0.5
60965,California,STANISLAUS,NOT APPLICABLE,37.94161389,-120.819125,2019,5,May,6,Monday,4,Principal Arterial - Other Freeways and Expressways,State Highway,1,2,0,2,Double,0,Front-to-Front,Dark - Not Lighted,0.5
60966,California,LOS ANGELES,NOT APPLICABLE,34.02315833,-118.1922889,2019,1,January,16,Wednesday,20,Minor Arterial,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60967,California,RIVERSIDE,MORENO VALLEY,33.92618611,-117.243775,2019,2,February,4,Monday,3,Minor Arterial,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60968,California,SAN DIEGO,OCEANSIDE,33.22623611,-117.2636361,2019,2,February,8,Friday,2,Principal Arterial - Other,Unknown,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60969,California,SAN BERNARDINO,SAN BERNARDINO,34.121325,-117.2603611,2019,3,March,21,Thursday,9,Minor Arterial,Unknown,1,2,0,2,Double,0,Angle ,Daylight,0.5
60970,California,VENTURA,NOT APPLICABLE,34.27903056,-119.3063583,2019,3,March,26,Tuesday,2,Principal Arterial - Other Freeways and Expressways,U.S. Highway,1,2,0,2,Double,0,Front-to-Front,Dark - Lighted,0.5
60971,California,KINGS,NOT APPLICABLE,36.26941667,-119.6006111,2019,7,July,1,Monday,19,Minor Arterial,State Highway,3,4,0,2,Double,0,Angle ,Daylight,0.75
60972,California,STANISLAUS,NOT APPLICABLE,37.42558889,-121.1555444,2019,6,June,26,Wednesday,16,Interstate,Interstate,2,2,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60973,California,TULARE,NOT APPLICABLE,36.10338056,-118.8195194,2019,6,June,29,Saturday,7,Principal Arterial - Other Freeways and Expressways,State Highway,3,3,0,2,Double,1,Front-to-Front,Daylight,1
60974,California,LOS ANGELES,NOT APPLICABLE,34.55675278,-117.8264611,2019,5,May,13,Monday,15,Major Collector,Unknown,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60975,California,MERCED,NOT APPLICABLE,37.47535833,-120.60635,2019,4,April,20,Saturday,13,Principal Arterial - Other,Unknown,1,2,0,2,Double,0,Front-to-Front,Daylight,0.5
60976,California,TULARE,NOT APPLICABLE,36.40035,-119.2962167,2019,5,May,13,Monday,7,Minor Arterial,State Highway,2,5,0,3,Multiple,0,Angle ,Daylight,0.4
60977,California,ORANGE,ANAHEIM,33.83546944,-117.9404694,2019,6,June,17,Monday,21,Interstate,Interstate,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60978,California,SAN BERNARDINO,NOT APPLICABLE,35.22238889,-116.1077611,2019,6,June,26,Wednesday,7,Interstate,Interstate,2,6,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.333333333
60979,California,ALAMEDA,UNION CITY,37.57923889,-122.0826,2019,3,March,1,Friday,0,Local,Local Street - Municipality,1,1,0,3,Multiple,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60980,California,LOS ANGELES,BEVERLY HILLS,34.07794722,-118.3945306,2019,3,March,10,Sunday,14,Principal Arterial - Other,Local Street - Municipality,1,2,0,2,Double,0,Angle ,Daylight,0.5
60981,California,RIVERSIDE,MORENO VALLEY,33.91676667,-117.2786694,2019,4,April,28,Sunday,22,Minor Arterial,Unknown,1,2,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.5
60982,California,SOLANO,RIO VISTA,38.17238333,-121.7066556,2019,5,May,15,Wednesday,13,Local,Local Street - Municipality,1,3,0,2,Double,0,Angle ,Daylight,0.333333333
60983,California,LOS ANGELES,POMONA,34.07330556,-117.7228583,2019,1,January,16,Wednesday,15,Local,Unknown,1,4,0,2,Double,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.25
60984,California,SACRAMENTO,NOT APPLICABLE,38.64915278,-121.2964611,2019,7,July,21,Sunday,21,Minor Arterial,Unknown,1,1,1,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60985,California,STANISLAUS,NOT APPLICABLE,37.69663333,-120.8135722,2019,7,July,1,Monday,19,Major Collector,County Road,1,2,0,2,Double,0,Angle ,Dusk,0.5
60986,California,SAN LUIS OBISPO,PASO ROBLES,35.60248611,-120.6924306,2019,7,July,15,Monday,2,Principal Arterial - Other Freeways and Expressways,U.S. Highway,1,1,2,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60987,California,SACRAMENTO,NOT APPLICABLE,38.52495,-121.4616944,2019,4,April,20,Saturday,21,Principal Arterial - Other,Unknown,1,2,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,0.5
60988,California,SACRAMENTO,SACRAMENTO,38.57876389,-121.4647306,2019,6,June,17,Monday,2,Principal Arterial - Other Freeways and Expressways,State Highway,1,1,2,2,Double,1,Angle ,Dark - Lighted,1
60989,California,YUBA,NOT APPLICABLE,39.20316944,-121.5950389,2019,7,July,22,Monday,22,Principal Arterial - Other,State Highway,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60990,California,LOS ANGELES,NOT APPLICABLE,34.240275,-117.8550583,2019,4,April,13,Saturday,11,Minor Arterial,State Highway,1,6,0,2,Double,1,Front-to-Front,Daylight,0.166666667
60991,California,RIVERSIDE,NOT APPLICABLE,33.92293611,-116.6731667,2019,6,June,16,Sunday,7,Interstate,Interstate,1,3,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.333333333
60992,California,SAN DIEGO,NOT APPLICABLE,32.70793889,-117.0008694,2019,4,April,24,Wednesday,23,Minor Arterial,Unknown,1,3,2,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,0.333333333
60993,California,RIVERSIDE,PERRIS,33.76147222,-117.1891639,2019,5,May,10,Friday,1,Interstate,Interstate,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60994,California,RIVERSIDE,NOT APPLICABLE,33.71594722,-117.2926917,2019,6,June,30,Sunday,18,Major Collector,Unknown,1,2,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.5
60995,California,VENTURA,THOUSAND OAKS,34.18279444,-118.8837694,2019,5,May,17,Friday,12,Minor Collector,Local Street - Municipality,1,3,0,2,Double,0,Angle ,Daylight,0.333333333
60996,California,VENTURA,OJAI,34.44219722,-119.2641694,2019,4,April,21,Sunday,17,Principal Arterial - Other,State Highway,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dusk,1
60997,California,LOS ANGELES,LOS ANGELES,33.99861667,-118.3305722,2019,6,June,4,Tuesday,0,Principal Arterial - Other,Local Street - Municipality,1,3,0,3,Multiple,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,0.333333333
60998,California,CONTRA COSTA,WALNUT CREEK,37.93461667,-122.0473639,2019,6,June,22,Saturday,9,Principal Arterial - Other,Local Street - Municipality,1,2,0,2,Double,0,Angle ,Daylight,0.5
60999,California,RIVERSIDE,MORENO VALLEY,33.92445278,-117.2677583,2019,2,February,16,Saturday,18,Major Collector,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
61000,California,LOS ANGELES,SAN GABRIEL,34.07191111,-118.0995417,2019,6,June,22,Saturday,6,Minor Arterial,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
61001,California,SACRAMENTO,FOLSOM,38.67805,-121.1808639,2019,6,June,22,Saturday,23,Principal Arterial - Other,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
61002,California,MARIN,CORTE MADERA,37.92575,-122.5146389,2019,6,June,10,Monday,2,Principal Arterial - Other Freeways and Expressways,U.S. Highway,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
61004,California,KERN,NOT APPLICABLE,35.68731944,-118.4665722,2019,6,June,8,Saturday,15,Major Collector,State Highway,1,5,0,3,Multiple,1,Sideswipe - Opposite Direction,Daylight,0.2
61005,California,LOS ANGELES,WEST COVINA,34.07199167,-117.8837278,2019,3,March,17,Sunday,21,Interstate,Interstate,1,3,0,2,Double,1,Angle ,Dark - Lighted,0.333333333
61006,California,LOS ANGELES,LOS ANGELES,34.22723056,-118.3893111,2019,4,April,29,Monday,4,Interstate,Interstate,1,2,0,2,Double,0,Angle ,Dark - Lighted,0.5
61007,California,LOS ANGELES,LOS ANGELES,34.05405833,-118.2066806,2019,4,April,5,Friday,23,Major Collector,Interstate,1,3,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,0.333333333
61008,California,LOS ANGELES,LOS ANGELES,34.00990278,-118.2521444,2019,4,April,10,Wednesday,14,Principal Arterial - Other Freeways and Expressways,State Highway,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
61009,California,SAN LUIS OBISPO,NOT APPLICABLE,35.21558333,-120.6961889,2019,6,June,12,Wednesday,2,Principal Arterial - Other Freeways and Expressways,U.S. Highway,2,2,0,2,Double,1,Front-to-Front,Dark - Not Lighted,1
61010,California,LOS ANGELES,LOS ANGELES,34.00583611,-118.4297417,2019,7,July,6,Saturday,2,Principal Arterial - Other,Unknown,1,2,0,2,Double,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,0.5
61011,California,RIVERSIDE,GARNET,33.83039722,-116.5206528,2019,6,June,5,Wednesday,11,Major Collector,Unknown,1,2,0,2,Double,0,Angle ,Daylight,0.5
61012,California,SONOMA,NOT APPLICABLE,38.432125,-122.8599444,2019,7,July,9,Tuesday,7,Local,Unknown,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
61013,California,LOS ANGELES,NOT APPLICABLE,34.2995,-117.835475,2019,4,April,19,Friday,9,Minor Arterial,State Highway,2,2,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
61014,California,LOS ANGELES,NOT APPLICABLE,34.60925,-118.7126222,2019,5,May,31,Friday,20,Interstate,Interstate,1,1,1,3,Multiple,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dusk,1
61016,California,SAN DIEGO,NOT APPLICABLE,33.34801111,-117.1588028,2019,7,July,21,Sunday,12,Interstate,Interstate,1,2,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.5
61017,California,SACRAMENTO,NOT APPLICABLE,38.70508889,-121.4593722,2019,7,July,26,Friday,15,Major Collector,County Road,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
61018,California,MENDOCINO,NOT APPLICABLE,39.63471667,-123.5277806,2019,7,July,4,Thursday,19,Major Collector,Unknown,1,4,0,2,Double,1,Front-to-Front,Daylight,0.25
61019,California,TULARE,NOT APPLICABLE,36.34999722,-119.2169861,2019,5,May,30,Thursday,7,Minor Arterial,State Highway,1,2,0,2,Double,0,Front-to-Front,Daylight,0.5
61021,California,SAN BERNARDINO,NOT APPLICABLE,34.19352222,-116.720225,2019,6,June,22,Saturday,18,Minor Arterial,State Highway,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
61022,California,LOS ANGELES,MAYWOOD,33.99605556,-118.1975611,2019,1,January,14,Monday,12,Minor Arterial,Unknown,1,3,0,2,Double,0,Angle ,Daylight,0.333333333
61023,California,SAN DIEGO,CHULA VISTA,32.59473056,-117.0507139,2019,2,February,15,Friday,18,Minor Arterial,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
61024,California,LOS ANGELES,PASADENA,34.15423611,-118.1369639,2019,6,June,13,Thursday,6,Minor Arterial,Unknown,1,5,0,2,Double,0,Angle ,Daylight,0.2
61025,California,SAN DIEGO,SAN MARCOS,33.15797778,-117.2070833,2019,4,April,15,Monday,20,Major Collector,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
61026,California,GLENN,NOT APPLICABLE,39.72434444,-122.2057528,2019,4,April,27,Saturday,8,Interstate,Interstate,1,2,0,2,Double,0,Front-to-Rear ,Daylight,0.5
61027,California,SACRAMENTO,NOT APPLICABLE,38.63513333,-121.3830111,2019,5,May,19,Sunday,21,Principal Arterial - Other,Unknown,1,3,0,2,Double,0,Angle ,Dark - Lighted,0.333333333
61028,California,SACRAMENTO,NOT APPLICABLE,38.64806944,-121.3366806,2019,6,June,22,Saturday,10,Minor Arterial,Unknown,1,3,0,2,Double,0,Angle ,Daylight,0.333333333
61029,California,KERN,NOT APPLICABLE,35.16886389,-119.0032194,2019,6,June,21,Friday,0,Principal Arterial - Other Freeways and Expressways,State Highway,1,2,0,2,Double,1,Front-to-Rear ,Dark - Not Lighted,0.5
61030,California,IMPERIAL,NOT APPLICABLE,33.14756111,-115.592175,2019,3,March,1,Friday,14,Minor Collector,County Road,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
61031,California,RIVERSIDE,Other,33.97439722,-117.4756194,2019,4,April,20,Saturday,23,Principal Arterial - Other,Local Street - Municipality,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
61032,California,LOS ANGELES,WEST COVINA,34.02948611,-117.8898667,2019,4,April,28,Sunday,1,Principal Arterial - Other,Local Street - Municipality,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
61033,California,LOS ANGELES,LOS ANGELES,34.01495278,-118.2764528,2019,5,May,24,Friday,12,Principal Arterial - Other,Local Street - Municipality,1,2,0,2,Double,0,Angle ,Daylight,0.5
61034,California,SAN BERNARDINO,BARSTOW,34.88405833,-117.0122806,2019,2,February,5,Tuesday,16,Major Collector,Unknown,2,10,0,4,Multiple,0,Front-to-Front,Dusk,0.2
61035,California,LOS ANGELES,LOS ANGELES,34.01483611,-118.2396333,2019,5,May,9,Thursday,20,Principal Arterial - Other,Local Street - Municipality,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
61036,California,SACRAMENTO,NOT APPLICABLE,38.48408611,-121.242125,2019,5,May,18,Saturday,0,Local,Unknown,2,2,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
